Unnamed: 0,question_stem,question_para_step,answer_label,answer_label_as_choice,choices,metadata_question_id,metadata_graph_id,metadata_para_id,metadata_question_type,metadata_path_len,split,label,context,input,output,task,input_length,output_text,output_label,question,updated_answer,domain_label,question_type,baseline_pred,baseline_choice,baseline_is_correct,know_pred,know_choice,know_is_correct
77,"suppose there is a health problem happens, how will it affect hurting the dna to replicate properly.","['The dna strand of a cell decides to replicate', 'Chemicals in the strand break up the helix', 'The helix is split into two', 'The helix forms as the basis of a new dna strand', 'The cell replicates.']",less,B,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",influence_graph:1077:604:6#0,604,1077,EXOGENOUS_EFFECT,4,test,1,The dna strand of a cell decides to replicate. Chemicals in the strand break up the helix. The helix is split into two. The helix forms as the basis of a new dna strand. The cell replicates.,context: 1. the dna strand of a cell decides to replicate 2. chemicals in the strand break up the helix 3. the helix is split into two 4. the helix forms as the basis of a new dna strand 5. the cell replicates. question: suppose there is a health problem happens how will it affect hurting the dna to replicate properly? options: a) more b) less c) no effect,less,wiqa,98,b) less,b,"if there is a health problem, how will it affect the dna's ability to replicate properly?",more,science,effect quantification,c) no effect (assuming the health problem does not directly affect the dna replication process itself,c,0,c. no effect (directly),c,0
68,"suppose less rocks to push up happens, how will it affect less space for plants occurs.","['Seeds are sown into the ground', 'The earth where the seeds are planted is given water and fertilizer', 'The seeds start to grow and become seedlings', 'The plants are given water', 'The seedlings grow into plants', 'Weeds growing near the plants are removed', 'The plants grow to maturity.']",no_effect,C,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",out_of_para:689:1211:57,1211,689,OUTOFPARA_DISTRACTOR,0,test,2,Seeds are sown into the ground. The earth where the seeds are planted is given water and fertilizer. The seeds start to grow and become seedlings. The plants are given water. The seedlings grow into plants. Weeds growing near the plants are removed. The plants grow to maturity.,context: 1. seeds are sown into the ground 2. the earth where the seeds are planted is given water and fertilizer 3. the seeds start to grow and become seedlings 4. the plants are given water 5. the seedlings grow into plants 6. weeds growing near the plants are removed 7. the plants grow to maturity. question: suppose less rocks to push up happens how will it affect less space for plants occurs? options: a) more b) less c) no effect,no effect,wiqa,94,c) no effect,c,"if there are fewer rocks to push up through, how will this affect the amount of space available for plant growth?",more,science,effect quantification,"c) no effect (assuming ""rocks"" in the scenario refer to obstacles in the",c,0,"c) no effect (assuming ""rocks"" in the scenario refer to obstacles for plant",c,0
76,"suppose we did not plant any happens, how will it affect we planted a whole packet of seeds.","['Get some pumpkin seeds', 'Plant the pumpkin seeds in soil', 'Water the plant if it starts to dry out', 'Don&#x27;t water directly on the leaves', 'Male flowers appear', 'Female flowers are open for one day', 'Pumpkins mature 85-125 days after planting.']",less,B,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",influence_graph:1084:1307:75#1,1307,1084,INPARA_EFFECT,2,test,1,Get some pumpkin seeds. Plant the pumpkin seeds in soil. Water the plant if it starts to dry out. Don&#x27;t water directly on the leaves. Male flowers appear. Female flowers are open for one day. Pumpkins mature 85-125 days after planting.,context: 1. get some pumpkin seeds 2. plant the pumpkin seeds in soil 3. water the plant if it starts to dry out 4. don&#x27;t water directly on the leaves 5. male flowers appear 6. female flowers are open for one day 7. pumpkins mature 85-125 days after planting. question: suppose we did not plant any happens how will it affect we planted a whole packet of seeds? options: a) more b) less c) no effect,less,wiqa,84,b) less,b,"if we did not plant any seeds, how would this affect the outcome compared to planting a whole packet of seeds?",less,science,effect quantification,"c) no effect (since we did not plant any seeds in the scenario provided, there would be",c,0,c) no effect,c,0
140,"suppose being in the desert happens, how will it affect helping the dna to replicate properly.","['DNA replication is initiated by proteins', 'The hydrogen bonds that hold together a strand of DNA are broken', 'A polymerase reads each side of the strand', 'Adds complimentary nucleotides', 'Once all the bases are matched, the new DNA strand is formed', 'DNA ligase seals the new pieces into two new strands', '']",no_effect,C,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",out_of_para:1078:2092:110,2092,1078,OUTOFPARA_DISTRACTOR,0,test,2,"DNA replication is initiated by proteins. The hydrogen bonds that hold together a strand of DNA are broken. A polymerase reads each side of the strand. Adds complimentary nucleotides. Once all the bases are matched, the new DNA strand is formed. DNA ligase seals the new pieces into two new strands.","context: 1. dna replication is initiated by proteins 2. the hydrogen bonds that hold together a strand of dna are broken 3. a polymerase reads each side of the strand 4. adds complimentary nucleotides 5. once all the bases are matched, the new dna strand is formed 6. dna ligase seals the new pieces into two new strands 7.  question: suppose being in the desert happens how will it affect helping the dna to replicate properly? options: a) more b) less c) no effect",no effect,wiqa,108,c) no effect,c,"if an individual is in the desert, how will this affect the ability of dna to replicate properly?",no effect,science,effect quantification,c) no effect (dna replication is a cellular process that occurs in the nucleus,c,1,c) less,c,1
2,"suppose if there is no sunlight happens, how will it affect a more intense water cycle.","['Water from a lake or ocean evaporates', 'The water vapor enters the atmosphere', 'The water vapor accumulates', 'The vapor becomes clouds', 'The clouds become too heaavy', 'Precipitation occurs.']",less,B,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",influence_graph:949:1421:76#0,1421,949,INPARA_EFFECT,3,test,1,Water from a lake or ocean evaporates. The water vapor enters the atmosphere. The water vapor accumulates. The vapor becomes clouds. The clouds become too heaavy. Precipitation occurs.,context: 1. water from a lake or ocean evaporates 2. the water vapor enters the atmosphere 3. the water vapor accumulates 4. the vapor becomes clouds 5. the clouds become too heaavy 6. precipitation occurs. question: suppose if there is no sunlight happens how will it affect a more intense water cycle? options: a) more b) less c) no effect,less,wiqa,78,b) less,b,"if there is no sunlight, how will this affect the intensity of the water cycle?",less,science,effect quantification,c) no effect,c,0,c) no effect,c,0
331,"suppose more boats crash and spill oil happens, how will it affect frogs eggs will not hatch because oxygen is altered.","['A tadpole is hatched', 'The tadpole eventually grows hind legs', 'The tadpole loses its tail', 'The tadpole becomes a frog', 'The frog mates with another frog to produce more offspring', 'A tadpole is hatched', 'The cycle begins again.']",more,A,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",influence_graph:641:2052:118#1,2052,641,EXOGENOUS_EFFECT,3,test,0,A tadpole is hatched. The tadpole eventually grows hind legs. The tadpole loses its tail. The tadpole becomes a frog. The frog mates with another frog to produce more offspring. A tadpole is hatched. The cycle begins again.,context: 1. a tadpole is hatched 2. the tadpole eventually grows hind legs 3. the tadpole loses its tail 4. the tadpole becomes a frog 5. the frog mates with another frog to produce more offspring 6. a tadpole is hatched 7. the cycle begins again. question: suppose more boats crash and spill oil happens how will it affect frogs eggs will not hatch because oxygen is altered? options: a) more b) less c) no effect,more,wiqa,116,a) more,a,"if a boat crashes and cause oil spills, how will this affect the number of frog eggs failing?",less,science,effect quantification,c) no effect.,c,0,c) no effect (directly on the number of frog eggs),c,0
79,"suppose its night time happens, how will it affect a less intense water cycle.","['Water from a lake or ocean evaporates', 'The water vapor enters the atmosphere', 'The water vapor accumulates', 'The vapor becomes clouds', 'The clouds become too heaavy', 'Precipitation occurs.']",more,A,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",influence_graph:949:1421:60#1,1421,949,EXOGENOUS_EFFECT,4,test,0,Water from a lake or ocean evaporates. The water vapor enters the atmosphere. The water vapor accumulates. The vapor becomes clouds. The clouds become too heaavy. Precipitation occurs.,context: 1. water from a lake or ocean evaporates 2. the water vapor enters the atmosphere 3. the water vapor accumulates 4. the vapor becomes clouds 5. the clouds become too heaavy 6. precipitation occurs. question: suppose its night time happens how will it affect a less intense water cycle? options: a) more b) less c) no effect,more,wiqa,75,a) more,a,"if it is nighttime, how will this affect the intensity of the water cycle?",less,science,effect quantification,c) no effect,c,0,"c) no effect (during nighttime, condensation occurs more readily due to cooler",c,0
209,"suppose plates do not move as fast happens, how will it affect less magma rises.","['Magma rises to the surface during a volcano', 'The magma undergoes changes in temperature', 'The magma undergoes changes in pressure', 'The magma cools', 'The magma solidifies', 'The magma crystallizes', 'Igneous rock is formed.']",no_effect,C,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",out_of_para:36:1093:128,1093,36,OUTOFPARA_DISTRACTOR,0,test,2,Magma rises to the surface during a volcano. The magma undergoes changes in temperature. The magma undergoes changes in pressure. The magma cools. The magma solidifies. The magma crystallizes. Igneous rock is formed.,context: 1. magma rises to the surface during a volcano 2. the magma undergoes changes in temperature 3. the magma undergoes changes in pressure 4. the magma cools 5. the magma solidifies 6. the magma crystallizes 7. igneous rock is formed. question: suppose plates do not move as fast happens how will it affect less magma rises? options: a) more b) less c) no effect,no effect,wiqa,95,c) no effect,c,"if tectonic plates move more slowly, how will this affect the amount of magma that rises to the surface?",less,science,effect quantification,"c) no effect (or, in some cases, a very slight effect)",c,0,c) no effect,c,0
182,"suppose more magma rises to surface of the volcano happens, how will it affect less igneous rock forming.","['Magma rises to the surface during a volcano', 'The magma undergoes changes in temperature', 'The magma undergoes changes in pressure', 'The magma cools', 'The magma solidifies', 'The magma crystallizes', 'Igneous rock is formed.']",less,B,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",influence_graph:36:1090:9#1,1090,36,EXOGENOUS_EFFECT,3,test,1,Magma rises to the surface during a volcano. The magma undergoes changes in temperature. The magma undergoes changes in pressure. The magma cools. The magma solidifies. The magma crystallizes. Igneous rock is formed.,context: 1. magma rises to the surface during a volcano 2. the magma undergoes changes in temperature 3. the magma undergoes changes in pressure 4. the magma cools 5. the magma solidifies 6. the magma crystallizes 7. igneous rock is formed. question: suppose more magma rises to surface of the volcano happens how will it affect less igneous rock forming? options: a) more b) less c) no effect,less,wiqa,101,b) less,b,"if more magma rises to the surface of a volcano, how will this affect the amount of igneous rock formation?",more,science,effect quantification,a) more.,a,1,a) more.,a,1
314,"suppose you have less time to water the plant happens, how will it affect the pumpkin plant grows less.","['Get some pumpkin seeds', 'Plant the pumpkin seeds in soil', 'Water the plant if it starts to dry out', 'Don&#x27;t water directly on the leaves', 'Male flowers appear', 'Female flowers are open for one day', 'Pumpkins mature 85-125 days after planting.']",more,A,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",influence_graph:1084:1309:110#0,1309,1084,EXOGENOUS_EFFECT,3,test,0,Get some pumpkin seeds. Plant the pumpkin seeds in soil. Water the plant if it starts to dry out. Don&#x27;t water directly on the leaves. Male flowers appear. Female flowers are open for one day. Pumpkins mature 85-125 days after planting.,context: 1. get some pumpkin seeds 2. plant the pumpkin seeds in soil 3. water the plant if it starts to dry out 4. don&#x27;t water directly on the leaves 5. male flowers appear 6. female flowers are open for one day 7. pumpkins mature 85-125 days after planting. question: suppose you have less time to water the plant happens how will it affect the pumpkin plant grows less? options: a) more b) less c) no effect,more,wiqa,84,a) more,a,"if there is less time to water the plant, how will this affect the growth of the pumpkin plant?",less,science,effect quantification,"c) less effect (assuming that ""less time to water the plant"" means less frequent water",c,0,c) less effect (assuming sufficient water was provided initially and the soil retains moisture well),c,0
286,"suppose more fish will mate happens, how will it affect more/larger pumpkins.","['First you dig a whole', 'You place a pumpkin seed in the hole', 'You put some dirt over the seed', 'You water the seed', 'The seed will sprout', 'A vine will grow', 'The vine will flower', 'Pumpkins will appear where the flowers were.']",no_effect,C,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",out_of_para:1083:612:105,612,1083,OUTOFPARA_DISTRACTOR,0,test,2,First you dig a whole. You place a pumpkin seed in the hole. You put some dirt over the seed. You water the seed. The seed will sprout. A vine will grow. The vine will flower. Pumpkins will appear where the flowers were.,context: 1. first you dig a whole 2. you place a pumpkin seed in the hole 3. you put some dirt over the seed 4. you water the seed 5. the seed will sprout 6. a vine will grow 7. the vine will flower 8. pumpkins will appear where the flowers were. question: suppose more fish will mate happens how will it affect more larger pumpkins? options: a) more b) less c) no effect,no effect,wiqa,81,c) no effect,c,"if more fish mate, how will this affect the size or quantity of pumpkins?",no effect,commonsense,effect quantification,c) no effect.,c,1,c) no effect.,c,1
195,"suppose no rise in earths atmosphere happens, how will it affect less rain or snow fall.","['Evaporation of water at a surface turns into water vapors', 'Rises into the Earth&#x27;s atmosphere', 'Condensation occurs when water vapor turns into tiny particles of water/ice', 'And form together into clouds or fog', 'Precipitation of rain/snow occurs when wind/temperatures change', 'Fallen rain or snow collects into surface water which will evaporate into water vapor again.']",more,A,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",influence_graph:947:1985:83#0,1985,947,EXOGENOUS_EFFECT,3,test,0,Evaporation of water at a surface turns into water vapors. Rises into the Earth&#x27;s atmosphere. Condensation occurs when water vapor turns into tiny particles of water/ice. And form together into clouds or fog. Precipitation of rain/snow occurs when wind/temperatures change. Fallen rain or snow collects into surface water which will evaporate into water vapor again.,context: 1. evaporation of water at a surface turns into water vapors 2. rises into the earth&#x27;s atmosphere 3. condensation occurs when water vapor turns into tiny particles of water/ice 4. and form together into clouds or fog 5. precipitation of rain/snow occurs when wind/temperatures change 6. fallen rain or snow collects into surface water which will evaporate into water vapor again. question: suppose no rise in earths atmosphere happens how will it affect less rain or snow fall? options: a) more b) less c) no effect,more,wiqa,115,a) more,a,"if there is no rise of water vapor into the earth's atmosphere, how will this affect the amount of rain or snowfall?",less,science,effect quantification,c) no effect,c,0,c) no effect,c,0
436,"suppose there is less water on the ground happens, how will it affect if eggs are exterminated with poison.","['The frog eggs hatch', 'The tadpole breaks free', 'Slowly, the gills disappear over the next 6 weeks', 'The hind legs begin to form at 8 weeks', 'The front legs form at 12 weeks', 'The tail shrinks', 'The mouth grows larger', 'The tadpole can live on land as a frog', '']",no_effect,C,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",out_of_para:517:1821:43,1821,517,OUTOFPARA_DISTRACTOR,0,test,2,"The frog eggs hatch. The tadpole breaks free. Slowly, the gills disappear over the next 6 weeks. The hind legs begin to form at 8 weeks. The front legs form at 12 weeks. The tail shrinks. The mouth grows larger. The tadpole can live on land as a frog.","context: 1. the frog eggs hatch 2. the tadpole breaks free 3. slowly, the gills disappear over the next 6 weeks 4. the hind legs begin to form at 8 weeks 5. the front legs form at 12 weeks 6. the tail shrinks 7. the mouth grows larger 8. the tadpole can live on land as a frog 9.  question: suppose there is less water on the ground happens how will it affect if eggs are exterminated with poison? options: a) more b) less c) no effect",no effect,wiqa,109,c) no effect,c,"if there is less water on the ground, how will this affect the extermination of eggs with poison?",no effect,science,effect quantification,c) no effect (assuming the eggs are not in the water when they hatch and are,c,1,c) no effect (assuming the eggs are not in the water and the poison is not water,c,1
33,"suppose changes in tides happens, how will it affect more solar eclipses.","['The moon orbits the earth', 'The earth orbits the sun', 'The moon comes between the sun and the earth', 'The sun is totally blocked', 'A solar eclipse is occurring.']",more,A,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",influence_graph:511:74:31#0,74,511,EXOGENOUS_EFFECT,4,test,0,The moon orbits the earth. The earth orbits the sun. The moon comes between the sun and the earth. The sun is totally blocked. A solar eclipse is occurring.,context: 1. the moon orbits the earth 2. the earth orbits the sun 3. the moon comes between the sun and the earth 4. the sun is totally blocked 5. a solar eclipse is occurring. question: suppose changes in tides happens how will it affect more solar eclipses? options: a) more b) less c) no effect,more,wiqa,64,a) more,a,"if changes in tides occur, how will this affect the frequency of solar eclipses?",no effect,science,effect quantification,c) no effect.,c,1,c) no effect.,c,1
494,"suppose plates often rub against one another happens, how will it affect there are fewer volcanoes.","['Tectonic plates beneath the earth rub against each other', 'The rocks around the cracks crumble', 'An earth quake happens', 'The force of the earthquake is large', 'Rocks are pushed up out of the earth by the force', 'These rocks become volcanos', 'The volcanos erupt many times', 'The size of the rocky area grows', 'The volcano becomes dormant', 'The volcano and its eruptions become a mountain.']",more,A,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",influence_graph:80:268:137#2,268,80,EXOGENOUS_EFFECT,3,test,0,Tectonic plates beneath the earth rub against each other. The rocks around the cracks crumble. An earth quake happens. The force of the earthquake is large. Rocks are pushed up out of the earth by the force. These rocks become volcanos. The volcanos erupt many times. The size of the rocky area grows. The volcano becomes dormant. The volcano and its eruptions become a mountain.,context: 1. tectonic plates beneath the earth rub against each other 2. the rocks around the cracks crumble 3. an earth quake happens 4. the force of the earthquake is large 5. rocks are pushed up out of the earth by the force 6. these rocks become volcanos 7. the volcanos erupt many times 8. the size of the rocky area grows 9. the volcano becomes dormant 10. the volcano and its eruptions become a mountain. question: suppose plates often rub against one another happens how will it affect there are fewer volcanoes? options: a) more b) less c) no effect,more,wiqa,122,a) more,a,"if tectonic plates often rub against each other, how will this affect the number of volcanoes?",more,science,effect quantification,a) more.,a,1,a) more.,a,1
0,"suppose more insect repellents used. happens, how will it affect more flowers being pollinated.","['A flowering plant has stamen and pistils', 'An insect ot bird lands on the plant', 'Some of the pollen sticks to it', 'The insect or bird travels to another plant of the same species', 'The pollen is tranferred to the new plant.']",less,B,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",influence_graph:1273:633:140#1,633,1273,EXOGENOUS_EFFECT,4,test,1,A flowering plant has stamen and pistils. An insect ot bird lands on the plant. Some of the pollen sticks to it. The insect or bird travels to another plant of the same species. The pollen is tranferred to the new plant.,context: 1. a flowering plant has stamen and pistils 2. an insect ot bird lands on the plant 3. some of the pollen sticks to it 4. the insect or bird travels to another plant of the same species 5. the pollen is tranferred to the new plant. question: suppose more insect repellents used happens how will it affect more flowers being pollinated? options: a) more b) less c) no effect,less,wiqa,93,b) less,b,"if more insect repellent is used, how will it affect the pollination of more flowers?",less,science,effect quantification,c) no effect.,c,0,c) no effect (assuming the insect or bird repellent only affects the insects or,c,0
11,"suppose the government requires more ethanol to be used happens, how will it affect the farmer spreads more seeds.","['The farmer chooses a crop that will grow well in his region', 'The farmer tills the soil to loosen it', 'The farmer spreads seeds', 'The farmer tills again to plant the seeds', 'Crops grow.']",more,A,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",influence_graph:690:1350:91#0,1350,690,EXOGENOUS_EFFECT,3,test,0,The farmer chooses a crop that will grow well in his region. The farmer tills the soil to loosen it. The farmer spreads seeds. The farmer tills again to plant the seeds. Crops grow.,context: 1. the farmer chooses a crop that will grow well in his region 2. the farmer tills the soil to loosen it 3. the farmer spreads seeds 4. the farmer tills again to plant the seeds 5. crops grow. question: suppose the government requires more ethanol to be used happens how will it affect the farmer spreads more seeds? options: a) more b) less c) no effect,more,wiqa,82,a) more,a,"if the government requires more ethanol to be used, how will this affect the number of seeds the farmer spreads?",more,science,effect quantification,c) no effect.,c,0,c) no effect,c,0
332,"suppose there are more fish being hatched happens, how will it affect more heat.","['Water is exposed to heat energy, like sunlight', 'The water temperature is raised above 212 degrees fahrenheit', 'The heat breaks down the molecules in the water', 'These molecules escape from the water', 'The water becomes vapor', 'The vapor evaporates into the atmosphere', '']",no_effect,C,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",out_of_para:127:11:7,11,127,OUTOFPARA_DISTRACTOR,0,test,2,"Water is exposed to heat energy, like sunlight. The water temperature is raised above 212 degrees fahrenheit. The heat breaks down the molecules in the water. These molecules escape from the water. The water becomes vapor. The vapor evaporates into the atmosphere.","context: 1. water is exposed to heat energy, like sunlight 2. the water temperature is raised above 212 degrees fahrenheit 3. the heat breaks down the molecules in the water 4. these molecules escape from the water 5. the water becomes vapor 6. the vapor evaporates into the atmosphere 7.  question: suppose there are more fish being hatched happens how will it affect more heat? options: a) more b) less c) no effect",no effect,wiqa,83,c) no effect,c,"if more fish are being hatched, how will this affect the heat?",no effect,science,effect quantification,c) no effect.,c,1,c) no effect.,c,1
173,"suppose a volcano is about to errupt happens, how will it affect crust is cooled with magma.","['Different kinds of rocks melt into magma', 'Magma cools in the crust', 'Magma goes to the surface and becomes lava', 'Lava cools', 'Cooled magma and lava become igneous rock.']",more,A,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",influence_graph:35:900:64#1,900,35,EXOGENOUS_EFFECT,3,test,0,Different kinds of rocks melt into magma. Magma cools in the crust. Magma goes to the surface and becomes lava. Lava cools. Cooled magma and lava become igneous rock.,context: 1. different kinds of rocks melt into magma 2. magma cools in the crust 3. magma goes to the surface and becomes lava 4. lava cools 5. cooled magma and lava become igneous rock. question: suppose a volcano is about to errupt happens how will it affect crust is cooled with magma? options: a) more b) less c) no effect,more,wiqa,88,a) more,a,"if a volcano is about to erupt, how will this affect the cooling of magma in the crust?",less,science,effect quantification,c) no effect (assuming the volcano is not located directly at the surface and the,c,0,b) less,b,1
84,"suppose there is less rock to melt happens, how will it affect there are fewer tadpoles.","['Frogs lay thousands of eggs', 'Egg clusters float around in water', 'Tadpoles with gills hatch from the eggs', 'Tadpoles swim in water until they grow legs', 'Absorbs their tails', 'Then the tadpole becomes a froglet', 'Then the froglet becomes a frog.']",no_effect,C,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",out_of_para:642:1454:217,1454,642,OUTOFPARA_DISTRACTOR,0,test,2,Frogs lay thousands of eggs. Egg clusters float around in water. Tadpoles with gills hatch from the eggs. Tadpoles swim in water until they grow legs. Absorbs their tails. Then the tadpole becomes a froglet. Then the froglet becomes a frog.,context: 1. frogs lay thousands of eggs 2. egg clusters float around in water 3. tadpoles with gills hatch from the eggs 4. tadpoles swim in water until they grow legs 5. absorbs their tails 6. then the tadpole becomes a froglet 7. then the froglet becomes a frog. question: suppose there is less rock to melt happens how will it affect there are fewer tadpoles? options: a) more b) less c) no effect,no effect,wiqa,114,c) no effect,c,"if there is less rock available to melt, how will this affect the number of tadpoles?",no effect,science,effect quantification,c) no effect,c,1,c) no effect,c,1
353,"suppose there are cells happens, how will it affect helping the dna to replicate properly.","['The dna strand of a cell decides to replicate', 'Chemicals in the strand break up the helix', 'The helix is split into two', 'The helix forms as the basis of a new dna strand', 'The cell replicates.']",more,A,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",influence_graph:1077:609:140#1,609,1077,EXOGENOUS_EFFECT,4,test,0,The dna strand of a cell decides to replicate. Chemicals in the strand break up the helix. The helix is split into two. The helix forms as the basis of a new dna strand. The cell replicates.,context: 1. the dna strand of a cell decides to replicate 2. chemicals in the strand break up the helix 3. the helix is split into two 4. the helix forms as the basis of a new dna strand 5. the cell replicates. question: suppose there are cells happens how will it affect helping the dna to replicate properly? options: a) more b) less c) no effect,more,wiqa,94,a) more,a,"if cells are present, how will this affect the assistance in dna replication?",more,science,effect quantification,c) no effect.,c,0,c) no effect,c,0
432,"suppose less waste is turned into urine happens, how will it affect less frogs.","['An adult frog spawns eggs in water', 'These eggs hatch into tadpoles and continue to live in the water', 'The tadpoles grow developing external gills and a longer tail', 'The tadpole begins storing food in the tail', 'The tadpole develops hind legs and lives off food stored in the it&#x27;s tail', 'The front legs appear and the tadpole&#x27;s tail shortens', 'The tadpole now looks like a young frog', 'The young frog continues to grow to adulthood.']",no_effect,C,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",out_of_para:516:1591:191,1591,516,OUTOFPARA_DISTRACTOR,0,test,2,An adult frog spawns eggs in water. These eggs hatch into tadpoles and continue to live in the water. The tadpoles grow developing external gills and a longer tail. The tadpole begins storing food in the tail. The tadpole develops hind legs and lives off food stored in the it&#x27;s tail. The front legs appear and the tadpole&#x27;s tail shortens. The tadpole now looks like a young frog. The young frog continues to grow to adulthood.,context: 1. an adult frog spawns eggs in water 2. these eggs hatch into tadpoles and continue to live in the water 3. the tadpoles grow developing external gills and a longer tail 4. the tadpole begins storing food in the tail 5. the tadpole develops hind legs and lives off food stored in the it&#x27;s tail 6. the front legs appear and the tadpole&#x27;s tail shortens 7. the tadpole now looks like a young frog 8. the young frog continues to grow to adulthood. question: suppose less waste is turned into urine happens how will it affect less frogs? options: a) more b) less c) no effect,no effect,wiqa,161,c) no effect,c,"if less waste is converted into urine, how will this affect the number of frogs?",no effect,science,effect quantification,c) no effect,c,1,c) no effect,c,1
446,"suppose water is exposed to very high heat happens, how will it affect hurting the dna to replicate properly.","['DNA replication is initiated by proteins', 'The hydrogen bonds that hold together a strand of DNA are broken', 'A polymerase reads each side of the strand', 'Adds complimentary nucleotides', 'Once all the bases are matched, the new DNA strand is formed', 'DNA ligase seals the new pieces into two new strands', '']",no_effect,C,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",out_of_para:1078:2092:113,2092,1078,OUTOFPARA_DISTRACTOR,0,test,2,"DNA replication is initiated by proteins. The hydrogen bonds that hold together a strand of DNA are broken. A polymerase reads each side of the strand. Adds complimentary nucleotides. Once all the bases are matched, the new DNA strand is formed. DNA ligase seals the new pieces into two new strands.","context: 1. dna replication is initiated by proteins 2. the hydrogen bonds that hold together a strand of dna are broken 3. a polymerase reads each side of the strand 4. adds complimentary nucleotides 5. once all the bases are matched, the new dna strand is formed 6. dna ligase seals the new pieces into two new strands 7.  question: suppose water is exposed to very high heat happens how will it affect hurting the dna to replicate properly? options: a) more b) less c) no effect",no effect,wiqa,112,c) no effect,c,"if water is exposed to very high heat, how will this affect the ability of dna to replicate properly?",more,science,effect quantification,"c) no effect (for dna replication, water is necessary as a solvent)",c,0,c) no effect (assuming the question refers to water in the dna replication process and not,c,0
388,"suppose fewer underground rocks crumble happens, how will it affect more waste being removed from the body.","['Blood delivers oxygen in the body', 'Proteins and acids are broken down in the liver', 'The liver releases waste in the form of urea', 'The blood carries the urea and carbon dioxide to the kidneys', 'The kidneys strain the urea and salts needed from the blood', 'The carbon dioxide by product is transported back to the lungs', 'Carbon dioxide is exhaled by the lungs.']",no_effect,C,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",out_of_para:846:1740:148,1740,846,OUTOFPARA_DISTRACTOR,0,test,2,Blood delivers oxygen in the body. Proteins and acids are broken down in the liver. The liver releases waste in the form of urea. The blood carries the urea and carbon dioxide to the kidneys. The kidneys strain the urea and salts needed from the blood. The carbon dioxide by product is transported back to the lungs. Carbon dioxide is exhaled by the lungs.,context: 1. blood delivers oxygen in the body 2. proteins and acids are broken down in the liver 3. the liver releases waste in the form of urea 4. the blood carries the urea and carbon dioxide to the kidneys 5. the kidneys strain the urea and salts needed from the blood 6. the carbon dioxide by product is transported back to the lungs 7. carbon dioxide is exhaled by the lungs. question: suppose fewer underground rocks crumble happens how will it affect more waste being removed from the body? options: a) more b) less c) no effect,no effect,wiqa,117,c) no effect,c,"if fewer underground rocks crumble, how will it affect the amount of waste being removed from the body?",no effect,science,effect quantification,c) no effect.,c,1,c) no effect,c,1
117,"suppose the helix splits in two happens, how will it affect helping the dna to replicate properly.","['The dna strand of a cell decides to replicate', 'Chemicals in the strand break up the helix', 'The helix is split into two', 'The helix forms as the basis of a new dna strand', 'The cell replicates.']",more,A,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",influence_graph:1077:609:157#1,609,1077,INPARA_EFFECT,3,test,0,The dna strand of a cell decides to replicate. Chemicals in the strand break up the helix. The helix is split into two. The helix forms as the basis of a new dna strand. The cell replicates.,context: 1. the dna strand of a cell decides to replicate 2. chemicals in the strand break up the helix 3. the helix is split into two 4. the helix forms as the basis of a new dna strand 5. the cell replicates. question: suppose the helix splits in two happens how will it affect helping the dna to replicate properly? options: a) more b) less c) no effect,more,wiqa,99,a) more,a,"if the helix splits into two, how will this affect the dna's ability to replicate properly?",more,science,effect quantification,c) no effect (the splitting of the dna helix is a necessary step in the process of,c,0,"c) no effect (initially), but inefficient replication may follow if the helix splitting",c,0
