id,background,situation,question,answers,split,answer_label,input,output,task,input_length,output_text,preds,choice,is_correct
2373851085,"Regions on the Earth's surface (or in its atmosphere) that are high above mean sea level are referred to as high altitude. High altitude is sometimes defined to begin at 2,400 meters (8,000 ft) above sea level.[5][6][7]

At high altitude, atmospheric pressure is lower than that at sea level. This is due to two competing physical effects: gravity, which causes the air to be as close as possible to the ground; and the heat content of the air, which causes the molecules to bounce off each other and expand.[8]","There was a competition for who can get their 30 lb drone the highest into the air. Team 70 got it 3,348 ft. Team 71 got it 4,459 ft. Team 72 go it 5,560 ft. Team 73 got it 6,671 ft. Team 74 got it 11,126 ft. Team 75 got it 12,237 ft. Team 76 got it 13,347 ft.",What team got their drone into high altitude: Team 72 or Team 74?,{'text': ['Team 74']},test,Team 74,"background: regions on the earth's surface (or in its atmosphere) that are high above mean sea level are referred to as high altitude. high altitude is sometimes defined to begin at 2,400 meters (8,000 ft) above sea level.[5][6][7]

at high altitude, atmospheric pressure is lower than that at sea level. this is due to two competing physical effects: gravity, which causes the air to be as close as possible to the ground; and the heat content of the air, which causes the molecules to bounce off each other and expand.[8]
 situation: there was a competition for who can get their 30 lb drone the highest into the air. team 70 got it 3,348 ft. team 71 got it 4,459 ft. team 72 go it 5,560 ft. team 73 got it 6,671 ft. team 74 got it 11,126 ft. team 75 got it 12,237 ft. team 76 got it 13,347 ft.
 question: what team got their drone into high altitude: team 72 or team 74?",team 74,ropes,233,team 74,team 72,a,0
2745300600,"About 10% of sedimentary rocks are limestones. The solubility of limestone in water and weak acid solutions leads to karst landscapes, in which water erodes the limestone over thousands to millions of years. Most cave systems are through limestone bedrock.","Craig is traveling the country and seeing the different sites. On Monday and Tuesday, he will be seeing a vast field where an old battle happened, called Marshall Field. It is now mostly used for farming for its fertile soil. On Thursday and Friday Craig will venture to see Smuggler's Caves, an intricate cave system that used to be used by smuggler's and pirates.",Where will Craig have a better chance of seeing limestone?,"{'text': [""Smuggler's Caves""]}",test,Smuggler's Caves,"background: about 10% of sedimentary rocks are limestones. the solubility of limestone in water and weak acid solutions leads to karst landscapes, in which water erodes the limestone over thousands to millions of years. most cave systems are through limestone bedrock.
 situation: craig is traveling the country and seeing the different sites. on monday and tuesday, he will be seeing a vast field where an old battle happened, called marshall field. it is now mostly used for farming for its fertile soil. on thursday and friday craig will venture to see smuggler's caves, an intricate cave system that used to be used by smuggler's and pirates.
 question: where will craig have a better chance of seeing limestone?",smugglers caves,ropes,158,smugglers caves,marshall field,a,0
3856764040,"The example of someone having a positive experience with a drug is easy to see how drug dependence and the law of effect works. The tolerance for a drug goes up as one continues to use it after having a positive experience with a certain amount the first time.[38] It will take more and more to get that same feeling. This is when the controlled substance in an experiment would have to be modified and the experiment would really begin. The law of work for psychologist B. F. Skinner almost half a century later on the principles of operant conditioning, ""a learning process by which the effect, or consequence, of a response influences the future rate of production of that response.[39]","The Goop Goonies met to discuss their experiences. They all said they always had a great experience using goop and used the same amount each time. They told how many times they used goop. Alec used it 32 times, Berry used it 42 times, Edgardo used it 52 times, Gino used it 62 times, Judson used it 72 times, Claudio used it 82 times, and Faustino used it 92 times.",Who has a higher tolerance for goop: Claudio or Faustino?,{'text': ['Faustino']},test,Faustino,"background: the example of someone having a positive experience with a drug is easy to see how drug dependence and the law of effect works. the tolerance for a drug goes up as one continues to use it after having a positive experience with a certain amount the first time.[38] it will take more and more to get that same feeling. this is when the controlled substance in an experiment would have to be modified and the experiment would really begin. the law of work for psychologist b. f. skinner almost half a century later on the principles of operant conditioning, ""a learning process by which the effect, or consequence, of a response influences the future rate of production of that response.[39]
 situation: the goop goonies met to discuss their experiences. they all said they always had a great experience using goop and used the same amount each time. they told how many times they used goop. alec used it 32 times, berry used it 42 times, edgardo used it 52 times, gino used it 62 times, judson used it 72 times, claudio used it 82 times, and faustino used it 92 times.
 question: who has a higher tolerance for goop: claudio or faustino?",faustino,ropes,270,faustino,claudio,c,0
2849858743,"During May, June, and July, the Northern Hemisphere is exposed to more direct sunlight because the hemisphere faces the Sun. The same is true of the Southern Hemisphere in November, December, and January. It is Earth's axial tilt that causes the Sun to be higher in the sky during the summer months, which increases the solar flux. However, due to seasonal lag, June, July, and August are the warmest months in the Northern Hemisphere while December, January, and February are the warmest months in the Southern Hemisphere.","Bob is planning a couple of trips for himself. He wants to do some traveling in the Northern and Southern Hemisphere. He decided he wants to go to Arizona and Peru at some point in the year, but only wants to go when it is warmest as he hates cold weather.  He is free for his travel in July and August, and again in December and January, and needs to figure out the best months for each of his trips.",When would be the best months to travel to Arizona for the warmest weather?,{'text': ['July and August']},test,July and August,"background: during may, june, and july, the northern hemisphere is exposed to more direct sunlight because the hemisphere faces the sun. the same is true of the southern hemisphere in november, december, and january. it is earth's axial tilt that causes the sun to be higher in the sky during the summer months, which increases the solar flux. however, due to seasonal lag, june, july, and august are the warmest months in the northern hemisphere while december, january, and february are the warmest months in the southern hemisphere.
 situation: bob is planning a couple of trips for himself. he wants to do some traveling in the northern and southern hemisphere. he decided he wants to go to arizona and peru at some point in the year, but only wants to go when it is warmest as he hates cold weather.  he is free for his travel in july and august, and again in december and january, and needs to figure out the best months for each of his trips.
 question: when would be the best months to travel to arizona for the warmest weather?",july and august,ropes,242,july and august,july and august,a,1
1943831389,"Turner et al (2006) derived crash prediction models for this report’s predecessor and found a
pronounced ‘safety in numbers’ effect in the models. Using the crash prediction model for mid-block
locations, generic motorist and cyclist volumes can be used to demonstrate the impacts on the
expected crash rate of varying motor vehicle and cycle volumes. As shown in figure 2.20, an increase
in the proportion of cyclists to the overall traffic volume causes an increase in expected crashes at
mid-block locations, but the crash rate increases at a decreasing rate. That is to say, the crash rate per
cyclist goes down as the cycle volume increases.","There were a lot of motorcycles on Interstate 10 last week. On Tuesday, there were 3500 motorcyclists. On Wednesday, there were 4500 motorcyclists. On Thursday, there were 5500 motorcyclists. On Friday, there were 6500 motorcyclists. On Saturday, there were 7500 motorcyclists. On Sunday, there were 8500 motorcyclists. On Monday, there were 9500 motorcyclists.",What day had a lower crash rate per cyclist: Friday or Monday?,{'text': ['Monday']},test,Monday,"background: turner et al (2006) derived crash prediction models for this report’s predecessor and found a
pronounced ‘safety in numbers’ effect in the models. using the crash prediction model for mid-block
locations, generic motorist and cyclist volumes can be used to demonstrate the impacts on the
expected crash rate of varying motor vehicle and cycle volumes. as shown in figure 2.20, an increase
in the proportion of cyclists to the overall traffic volume causes an increase in expected crashes at
mid-block locations, but the crash rate increases at a decreasing rate. that is to say, the crash rate per
cyclist goes down as the cycle volume increases.
 situation: there were a lot of motorcycles on interstate 10 last week. on tuesday, there were 3500 motorcyclists. on wednesday, there were 4500 motorcyclists. on thursday, there were 5500 motorcyclists. on friday, there were 6500 motorcyclists. on saturday, there were 7500 motorcyclists. on sunday, there were 8500 motorcyclists. on monday, there were 9500 motorcyclists.
 question: what day had a lower crash rate per cyclist: friday or monday?",monday,ropes,250,monday,friday,a,0
3537077650,"Turner et al (2006) derived crash prediction models for this report’s predecessor and found a
pronounced ‘safety in numbers’ effect in the models. Using the crash prediction model for mid-block
locations, generic motorist and cyclist volumes can be used to demonstrate the impacts on the
expected crash rate of varying motor vehicle and cycle volumes. As shown in figure 2.20, an increase
in the proportion of cyclists to the overall traffic volume causes an increase in expected crashes at
mid-block locations, but the crash rate increases at a decreasing rate. That is to say, the crash rate per
cyclist goes down as the cycle volume increases.","There were a lot of motorcycles on Interstate 14 last week. On Friday, there were 1511 motorcyclists. On Saturday, there were 2511 motorcyclists. On Sunday, there were 3511 motorcyclists. On Monday, there were 4511 motorcyclists. On Tuesday, there were 5511 motorcyclists. On Wednesday, there were 6511 motorcyclists. On Thursday, there were 7511 motorcyclists.",What day had a lower crash rate per cyclist: Wednesday or Thursday?,{'text': ['Thursday']},test,Thursday,"background: turner et al (2006) derived crash prediction models for this report’s predecessor and found a
pronounced ‘safety in numbers’ effect in the models. using the crash prediction model for mid-block
locations, generic motorist and cyclist volumes can be used to demonstrate the impacts on the
expected crash rate of varying motor vehicle and cycle volumes. as shown in figure 2.20, an increase
in the proportion of cyclists to the overall traffic volume causes an increase in expected crashes at
mid-block locations, but the crash rate increases at a decreasing rate. that is to say, the crash rate per
cyclist goes down as the cycle volume increases.
 situation: there were a lot of motorcycles on interstate 14 last week. on friday, there were 1511 motorcyclists. on saturday, there were 2511 motorcyclists. on sunday, there were 3511 motorcyclists. on monday, there were 4511 motorcyclists. on tuesday, there were 5511 motorcyclists. on wednesday, there were 6511 motorcyclists. on thursday, there were 7511 motorcyclists.
 question: what day had a lower crash rate per cyclist: wednesday or thursday?",thursday,ropes,250,thursday,wednesday,a,0
459479311,"The Laffer curve depicts the amount of government revenue as a function of the rate of taxation. It shows that for a tax rate above a certain critical rate, government revenue starts decreasing as the tax rate rises, as a consequence of a decline in labour supply. This theory supports that, if the tax rate is above that critical point, a decrease in the tax rate should imply a rise in labour supply that in turn would lead to an increase in government revenue.","Bill is a tax agent, and is writing some tax law and is trying to decide the best rate. He knows that the average tax rate is 20% currently, but is unsure if he should push it above 30%, which is a higher than nominal rate and hasn't been tested.",Which tax rate will most likely lead to government revenues to decrease?,{'text': ['30%']},test,30%,"background: the laffer curve depicts the amount of government revenue as a function of the rate of taxation. it shows that for a tax rate above a certain critical rate, government revenue starts decreasing as the tax rate rises, as a consequence of a decline in labour supply. this theory supports that, if the tax rate is above that critical point, a decrease in the tax rate should imply a rise in labour supply that in turn would lead to an increase in government revenue.
 situation: bill is a tax agent, and is writing some tax law and is trying to decide the best rate. he knows that the average tax rate is 20% currently, but is unsure if he should push it above 30%, which is a higher than nominal rate and hasn't been tested.
 question: which tax rate will most likely lead to government revenues to decrease?",30,ropes,185,30,30%,a,0
352537110,"Fish mortality is a parameter used in fisheries population dynamics to account for the loss of fish in a fish stock through death. The mortality can be divided into two types:

Natural mortality: the removal of fish from the stock due to causes not associated with fishing. Such causes can include disease, competition, cannibalism, old age, predation, pollution or any other natural factor that causes the death of fish. In fisheries models natural mortality is denoted by (M).[1]
Fishing mortality: the removal of fish from the stock due to fishing activities using any fishing gear.[1] It is denoted by (F) in fisheries models.","Tony is about to go on two fishing trips in the up coming week. On Friday, he is going to Bear Lake, which is located near a factory that has been known to dump waste into the lake. On Saturday, he is going to Fox Lake, which is in a secluded valley.",Which lake probably has less fish in it?,{'text': ['Bear Lake']},test,Bear Lake,"background: fish mortality is a parameter used in fisheries population dynamics to account for the loss of fish in a fish stock through death. the mortality can be divided into two types:

natural mortality: the removal of fish from the stock due to causes not associated with fishing. such causes can include disease, competition, cannibalism, old age, predation, pollution or any other natural factor that causes the death of fish. in fisheries models natural mortality is denoted by (m).[1]
fishing mortality: the removal of fish from the stock due to fishing activities using any fishing gear.[1] it is denoted by (f) in fisheries models.
 situation: tony is about to go on two fishing trips in the up coming week. on friday, he is going to bear lake, which is located near a factory that has been known to dump waste into the lake. on saturday, he is going to fox lake, which is in a secluded valley.
 question: which lake probably has less fish in it?",bear lake,ropes,215,bear lake,bear lake,b,1
44061899,"Hepatitis B is a contagious virus that affects the liver, infection can last from a few weeks to a serious lifelong illness. Two different types of infection exist for this disease, ""acute"" and ""chronic."" Acute Hepatitis B is a short term illness that occurs within 6 months of exposure, Chronic Hepatitis B is long term and happens when the virus remains in the body. The younger the child is, the greater their chance of developing a chronic infection and this risk goes down as the child gets older. Approximately 90% of infected infants will develop a chronic infection.[3]","A 2nd grade classroom photo was held today. They all gathered by age. Susan was the oldest. Margaret was the 2nd oldest. Dorothy was the 3rd oldest. Lisa was the 4th oldest. Nancy was the 5th oldest. Karen was the 6th oldest. The last one was Betty, who was the youngest. They all looked great that day.",Who has a greater chance of developing a chronic infection: Susan or Karen?,{'text': ['Karen']},test,Karen,"background: hepatitis b is a contagious virus that affects the liver, infection can last from a few weeks to a serious lifelong illness. two different types of infection exist for this disease, ""acute"" and ""chronic."" acute hepatitis b is a short term illness that occurs within 6 months of exposure, chronic hepatitis b is long term and happens when the virus remains in the body. the younger the child is, the greater their chance of developing a chronic infection and this risk goes down as the child gets older. approximately 90% of infected infants will develop a chronic infection.[3]
 situation: a 2nd grade classroom photo was held today. they all gathered by age. susan was the oldest. margaret was the 2nd oldest. dorothy was the 3rd oldest. lisa was the 4th oldest. nancy was the 5th oldest. karen was the 6th oldest. the last one was betty, who was the youngest. they all looked great that day.
 question: who has a greater chance of developing a chronic infection: susan or karen?",karen,ropes,231,karen,karen,a,1
1309117910,"The example of someone having a positive experience with a drug is easy to see how drug dependence and the law of effect works. The tolerance for a drug goes up as one continues to use it after having a positive experience with a certain amount the first time.[38] It will take more and more to get that same feeling. This is when the controlled substance in an experiment would have to be modified and the experiment would really begin. The law of work for psychologist B. F. Skinner almost half a century later on the principles of operant conditioning, ""a learning process by which the effect, or consequence, of a response influences the future rate of production of that response.[39]","The Weed Winners met to discuss their experiences. They all said they always had a great experience using weed and used the same amount each time. They told how many times they used weed. Laura used it 5 times, Sarah used it 10 times, Kimberly used it 15 times, Deborah used it 20 times, Jessica used it 25 times, Shirley used it 35 times, and Cynthia used it 60 times.",Who has a higher tolerance for weed: Shirley or Cynthia?,{'text': ['Cynthia']},test,Cynthia,"background: the example of someone having a positive experience with a drug is easy to see how drug dependence and the law of effect works. the tolerance for a drug goes up as one continues to use it after having a positive experience with a certain amount the first time.[38] it will take more and more to get that same feeling. this is when the controlled substance in an experiment would have to be modified and the experiment would really begin. the law of work for psychologist b. f. skinner almost half a century later on the principles of operant conditioning, ""a learning process by which the effect, or consequence, of a response influences the future rate of production of that response.[39]
 situation: the weed winners met to discuss their experiences. they all said they always had a great experience using weed and used the same amount each time. they told how many times they used weed. laura used it 5 times, sarah used it 10 times, kimberly used it 15 times, deborah used it 20 times, jessica used it 25 times, shirley used it 35 times, and cynthia used it 60 times.
 question: who has a higher tolerance for weed: shirley or cynthia?",cynthia,ropes,250,cynthia,cynthia,c,1
3282719,"Storing large volumes of data – When storing XML to either file or database, the volume of data a system produces can often exceed reasonable limits, with a number of detriments: the access times go up as more data is read, CPU load goes up as XML data takes more power to process, and storage costs go up. By storing XML data in Fast Infoset format, data volume may be reduced by as much as 80 percent.","Carl had a busy day storing XML. At 1 PM, he stored 1000 Gigabytes to the database. At 2 PM, he stored 2000 Gigabytes to the database. At 3 PM, he stored 3000 Gigabytes to the database. At 4 PM, he got dinner. At 5 PM, he stored 4000 Gigabytes to the database. At 6 PM, he stored 5000 Gigabytes to the database. At 7 PM, he went to sleep to finish storing XML tomorrow.",What time did storage costs go up:  2 PM or 7 PM?,{'text': ['2 PM']},test,2 PM,"background: storing large volumes of data – when storing xml to either file or database, the volume of data a system produces can often exceed reasonable limits, with a number of detriments: the access times go up as more data is read, cpu load goes up as xml data takes more power to process, and storage costs go up. by storing xml data in fast infoset format, data volume may be reduced by as much as 80 percent.
 situation: carl had a busy day storing xml. at 1 pm, he stored 1000 gigabytes to the database. at 2 pm, he stored 2000 gigabytes to the database. at 3 pm, he stored 3000 gigabytes to the database. at 4 pm, he got dinner. at 5 pm, he stored 4000 gigabytes to the database. at 6 pm, he stored 5000 gigabytes to the database. at 7 pm, he went to sleep to finish storing xml tomorrow.
 question: what time did storage costs go up:  2 pm or 7 pm?",2 pm,ropes,245,2 pm,2 pm,a,1
2298120945,"The example of someone having a positive experience with a drug is easy to see how drug dependence and the law of effect works. The tolerance for a drug goes up as one continues to use it after having a positive experience with a certain amount the first time.[38] It will take more and more to get that same feeling. This is when the controlled substance in an experiment would have to be modified and the experiment would really begin. The law of work for psychologist B. F. Skinner almost half a century later on the principles of operant conditioning, ""a learning process by which the effect, or consequence, of a response influences the future rate of production of that response.[39]","The Molly Maniacs met to discuss their experiences. They all said they always had a great experience using molly and used the same amount each time. They told how many times they used molly. Bonnie used it 16 times, Julia used it 20 times, Ruby used it 34 times, Lois used it 46 times, Tina used it 59 times, Phyllis used it 68 times, and Norma used it 76 times.",Who has a higher tolerance for molly: Phyllis or Norma?,{'text': ['Norma']},test,Norma,"background: the example of someone having a positive experience with a drug is easy to see how drug dependence and the law of effect works. the tolerance for a drug goes up as one continues to use it after having a positive experience with a certain amount the first time.[38] it will take more and more to get that same feeling. this is when the controlled substance in an experiment would have to be modified and the experiment would really begin. the law of work for psychologist b. f. skinner almost half a century later on the principles of operant conditioning, ""a learning process by which the effect, or consequence, of a response influences the future rate of production of that response.[39]
 situation: the molly maniacs met to discuss their experiences. they all said they always had a great experience using molly and used the same amount each time. they told how many times they used molly. bonnie used it 16 times, julia used it 20 times, ruby used it 34 times, lois used it 46 times, tina used it 59 times, phyllis used it 68 times, and norma used it 76 times.
 question: who has a higher tolerance for molly: phyllis or norma?",norma,ropes,268,norma,phyllis,a,0
2229540718,"Regions on the Earth's surface (or in its atmosphere) that are high above mean sea level are referred to as high altitude. High altitude is sometimes defined to begin at 2,400 meters (8,000 ft) above sea level.[5][6][7]

At high altitude, atmospheric pressure is lower than that at sea level. This is due to two competing physical effects: gravity, which causes the air to be as close as possible to the ground; and the heat content of the air, which causes the molecules to bounce off each other and expand.[8]","There was a competition for who can get their yellow kite the highest into the air. Team V got it 3,355 ft. Team W got it 4,455 ft. Team X go it 5,555 ft. Team Y got it 6,635 ft. Team Z got it 11,625 ft. Team A got it 14,775 ft. Team B got it 15,885 ft.",What team got their kite into high altitude: Team V or Team A?,{'text': ['Team A']},test,Team A,"background: regions on the earth's surface (or in its atmosphere) that are high above mean sea level are referred to as high altitude. high altitude is sometimes defined to begin at 2,400 meters (8,000 ft) above sea level.[5][6][7]

at high altitude, atmospheric pressure is lower than that at sea level. this is due to two competing physical effects: gravity, which causes the air to be as close as possible to the ground; and the heat content of the air, which causes the molecules to bounce off each other and expand.[8]
 situation: there was a competition for who can get their yellow kite the highest into the air. team v got it 3,355 ft. team w got it 4,455 ft. team x go it 5,555 ft. team y got it 6,635 ft. team z got it 11,625 ft. team a got it 14,775 ft. team b got it 15,885 ft.
 question: what team got their kite into high altitude: team v or team a?",team a,ropes,229,team a,team v,a,0
1863156947,"Turner et al (2006) derived crash prediction models for this report’s predecessor and found a
pronounced ‘safety in numbers’ effect in the models. Using the crash prediction model for mid-block
locations, generic motorist and cyclist volumes can be used to demonstrate the impacts on the
expected crash rate of varying motor vehicle and cycle volumes. As shown in figure 2.20, an increase
in the proportion of cyclists to the overall traffic volume causes an increase in expected crashes at
mid-block locations, but the crash rate increases at a decreasing rate. That is to say, the crash rate per
cyclist goes down as the cycle volume increases.","There were a lot of motorcycles on Interstate 2 last week. On Friday, there were 1000 motorcyclists. On Saturday, there were 1200 motorcyclists. On Sunday, there were 1400 motorcyclists. On Monday, there were 1600 motorcyclists. On Tuesday, there were 1800 motorcyclists. On Wednesday, there were 2000 motorcyclists. On Thursday, there were 2500 motorcyclists.",What day had a lower crash rate per cyclist: Thursday or Saturday?,{'text': ['Thursday']},test,Thursday,"background: turner et al (2006) derived crash prediction models for this report’s predecessor and found a
pronounced ‘safety in numbers’ effect in the models. using the crash prediction model for mid-block
locations, generic motorist and cyclist volumes can be used to demonstrate the impacts on the
expected crash rate of varying motor vehicle and cycle volumes. as shown in figure 2.20, an increase
in the proportion of cyclists to the overall traffic volume causes an increase in expected crashes at
mid-block locations, but the crash rate increases at a decreasing rate. that is to say, the crash rate per
cyclist goes down as the cycle volume increases.
 situation: there were a lot of motorcycles on interstate 2 last week. on friday, there were 1000 motorcyclists. on saturday, there were 1200 motorcyclists. on sunday, there were 1400 motorcyclists. on monday, there were 1600 motorcyclists. on tuesday, there were 1800 motorcyclists. on wednesday, there were 2000 motorcyclists. on thursday, there were 2500 motorcyclists.
 question: what day had a lower crash rate per cyclist: thursday or saturday?",thursday,ropes,246,thursday,thursday,a,1
2938628782,"Ecologically, the expansion of drainage systems has had tremendous negative effects. Hundreds of thousands of wetland species experienced significant population declines as their habitat was increasingly fragmented and destroyed. Although market hunting within the Central Flyway was a contributing factor in the decline of many waterfowl species' numbers in the early decades of the twentieth century, loss of breeding habitat to agricultural expansion is certainly the most significant. Early maps of midwestern states depict many lakes and marshes that are either nonexistent or significantly reduced in area today. Channelization, a related process of concentrating and facilitating the flow of water from agricultural areas, also contributed to this degradation.","The Vista Corporation has decided that it needs to expand it's drainage systems to provide for its ever expanding campus. They have a couple of options to route the piping through, the most feasible being a wetlands area to the east, and an empty field to the west. City planners have given them the okay for either, but Vista Corporation is trying to explore which decision will have the least ecological impact on the area, as damaging the environment may have bad PR results for them.",Which drainage expansion area will most likely have the worst PR results?,{'text': ['wetlands area']},test,wetlands area,"background: ecologically, the expansion of drainage systems has had tremendous negative effects. hundreds of thousands of wetland species experienced significant population declines as their habitat was increasingly fragmented and destroyed. although market hunting within the central flyway was a contributing factor in the decline of many waterfowl species' numbers in the early decades of the twentieth century, loss of breeding habitat to agricultural expansion is certainly the most significant. early maps of midwestern states depict many lakes and marshes that are either nonexistent or significantly reduced in area today. channelization, a related process of concentrating and facilitating the flow of water from agricultural areas, also contributed to this degradation.
 situation: the vista corporation has decided that it needs to expand it's drainage systems to provide for its ever expanding campus. they have a couple of options to route the piping through, the most feasible being a wetlands area to the east, and an empty field to the west. city planners have given them the okay for either, but vista corporation is trying to explore which decision will have the least ecological impact on the area, as damaging the environment may have bad pr results for them.
 question: which drainage expansion area will most likely have the worst pr results?",wetlands area,ropes,259,wetlands area,an empty field,a,0
2168331039,"Storing large volumes of data – When storing XML to either file or database, the volume of data a system produces can often exceed reasonable limits, with a number of detriments: the access times go up as more data is read, CPU load goes up as XML data takes more power to process, and storage costs go up. By storing XML data in Fast Infoset format, data volume may be reduced by as much as 80 percent.","Odis had a busy day storing XML. At 8 AM, he stored 202 Gigabytes to the database. At 9 AM, he stored 302 Gigabytes to the database. At 10 AM, he stored 402 Gigabytes to the database. At 11 AM, he got breakfast. At 12 PM, he stored 502 Gigabytes to the database. At 1 PM, he stored 602 Gigabytes to the database. At 2 PM, she went to sleep to finish storing XML later on that night.",What time did access times go up: 8 AM or 2 PM?,{'text': ['8 AM']},test,8 AM,"background: storing large volumes of data – when storing xml to either file or database, the volume of data a system produces can often exceed reasonable limits, with a number of detriments: the access times go up as more data is read, cpu load goes up as xml data takes more power to process, and storage costs go up. by storing xml data in fast infoset format, data volume may be reduced by as much as 80 percent.
 situation: odis had a busy day storing xml. at 8 am, he stored 202 gigabytes to the database. at 9 am, he stored 302 gigabytes to the database. at 10 am, he stored 402 gigabytes to the database. at 11 am, he got breakfast. at 12 pm, he stored 502 gigabytes to the database. at 1 pm, he stored 602 gigabytes to the database. at 2 pm, she went to sleep to finish storing xml later on that night.
 question: what time did access times go up: 8 am or 2 pm?",8 am,ropes,250,8 am,8 am,a,1
2911602009,"Turner et al (2006) derived crash prediction models for this report’s predecessor and found a
pronounced ‘safety in numbers’ effect in the models. Using the crash prediction model for mid-block
locations, generic motorist and cyclist volumes can be used to demonstrate the impacts on the
expected crash rate of varying motor vehicle and cycle volumes. As shown in figure 2.20, an increase
in the proportion of cyclists to the overall traffic volume causes an increase in expected crashes at
mid-block locations, but the crash rate increases at a decreasing rate. That is to say, the crash rate per
cyclist goes down as the cycle volume increases.","There were a ton of motorcycles on Interstate 8 last week. On Monday, there were 2500 motorcyclists. On Tuesday, there were 3500 motorcyclists. On Wednesday, there were 4500 motorcyclists. On Thursday, there were 5500 motorcyclists. On Friday, there were 6500 motorcyclists. On Saturday, there were 7500 motorcyclists. On Sunday, there were 8500 motorcyclists.",What day had a lower crash rate per cyclist: Wednesday or Saturday?,{'text': ['Saturday']},test,Saturday,"background: turner et al (2006) derived crash prediction models for this report’s predecessor and found a
pronounced ‘safety in numbers’ effect in the models. using the crash prediction model for mid-block
locations, generic motorist and cyclist volumes can be used to demonstrate the impacts on the
expected crash rate of varying motor vehicle and cycle volumes. as shown in figure 2.20, an increase
in the proportion of cyclists to the overall traffic volume causes an increase in expected crashes at
mid-block locations, but the crash rate increases at a decreasing rate. that is to say, the crash rate per
cyclist goes down as the cycle volume increases.
 situation: there were a ton of motorcycles on interstate 8 last week. on monday, there were 2500 motorcyclists. on tuesday, there were 3500 motorcyclists. on wednesday, there were 4500 motorcyclists. on thursday, there were 5500 motorcyclists. on friday, there were 6500 motorcyclists. on saturday, there were 7500 motorcyclists. on sunday, there were 8500 motorcyclists.
 question: what day had a lower crash rate per cyclist: wednesday or saturday?",saturday,ropes,251,saturday,wednesday,a,0
3722400970,"Hepatitis B is a contagious virus that affects the liver, infection can last from a few weeks to a serious lifelong illness. Two different types of infection exist for this disease, ""acute"" and ""chronic."" Acute Hepatitis B is a short term illness that occurs within 6 months of exposure, Chronic Hepatitis B is long term and happens when the virus remains in the body. The younger the child is, the greater their chance of developing a chronic infection and this risk goes down as the child gets older. Approximately 90% of infected infants will develop a chronic infection.[3]","A 4th grade classroom photo was held today. They all gathered by age. Ahmed was the oldest. Jefferey was the 2nd oldest. Tyree was the 3rd oldest. Walker was the 4th oldest. Burl was the 5th oldest. Kip was the 6th oldest. The last one was Quinn, who was the youngest. They all looked wonderful that day.",Who has a greater chance of developing a chronic infection: Walker or Kip?,{'text': ['Kip']},test,Kip,"background: hepatitis b is a contagious virus that affects the liver, infection can last from a few weeks to a serious lifelong illness. two different types of infection exist for this disease, ""acute"" and ""chronic."" acute hepatitis b is a short term illness that occurs within 6 months of exposure, chronic hepatitis b is long term and happens when the virus remains in the body. the younger the child is, the greater their chance of developing a chronic infection and this risk goes down as the child gets older. approximately 90% of infected infants will develop a chronic infection.[3]
 situation: a 4th grade classroom photo was held today. they all gathered by age. ahmed was the oldest. jefferey was the 2nd oldest. tyree was the 3rd oldest. walker was the 4th oldest. burl was the 5th oldest. kip was the 6th oldest. the last one was quinn, who was the youngest. they all looked wonderful that day.
 question: who has a greater chance of developing a chronic infection: walker or kip?",kip,ropes,239,kip,kip,a,1
3146997789,"Hepatitis B is a contagious virus that affects the liver, infection can last from a few weeks to a serious lifelong illness. Two different types of infection exist for this disease, ""acute"" and ""chronic."" Acute Hepatitis B is a short term illness that occurs within 6 months of exposure, Chronic Hepatitis B is long term and happens when the virus remains in the body. The younger the child is, the greater their chance of developing a chronic infection and this risk goes down as the child gets older. Approximately 90% of infected infants will develop a chronic infection.[3]","A 3rd grade classroom photo was held today. They all gathered by age. Charles was the youngest. Joseph was the 2nd youngest. Thomas was the 3rd youngest. Christopher was the 4th youngest. Daniel was the 5th youngest. Paul was the 6th youngest. The last one was Mark, who was the oldest. They all looked fantastic that day.",Who has a greater chance of developing a chronic infection: Christopher or Joseph?,{'text': ['Joseph']},test,Joseph,"background: hepatitis b is a contagious virus that affects the liver, infection can last from a few weeks to a serious lifelong illness. two different types of infection exist for this disease, ""acute"" and ""chronic."" acute hepatitis b is a short term illness that occurs within 6 months of exposure, chronic hepatitis b is long term and happens when the virus remains in the body. the younger the child is, the greater their chance of developing a chronic infection and this risk goes down as the child gets older. approximately 90% of infected infants will develop a chronic infection.[3]
 situation: a 3rd grade classroom photo was held today. they all gathered by age. charles was the youngest. joseph was the 2nd youngest. thomas was the 3rd youngest. christopher was the 4th youngest. daniel was the 5th youngest. paul was the 6th youngest. the last one was mark, who was the oldest. they all looked fantastic that day.
 question: who has a greater chance of developing a chronic infection: christopher or joseph?",joseph,ropes,231,joseph,joseph,a,1
